Module,num,Kind,Table,No,BusinessTerm,DictionaryEntryName,Description,ObjectClassTermQualifier,ObjectClassTerm,PropertyTerm,RepresentationTerm,Datatype,Representation,RelationObjectClassTermQualifier,RelationObjectClassTerm,Level,PK_REF,ATTRIBUTE,DOMAIN
5.O2C,543,BBIE,SAL SHIPMENT MADE,1036,Shipment Date,Shipment Made_ Transaction. Shipment. Code,The date of the shipment (date shipped).,Shipment Made,Transaction,Shipment,Code,,,,,,,SHIPMENT DATE,DATE
5.O2C,544,BBIE,SAL SHIPMENT MADE,1037,Shipment Reference Number,Shipment Made_ Transaction. Shipment Reference Number. Code,The number of the reference shipping. Company reference or logistics company official waybill number.,Shipment Made,Transaction,Shipment Reference Number,Code,,,,,,,SHIPMENT REFERENCE NUMBER,IDENTIFIER 100
5.O2C,545,BBIE,SAL SHIPMENT MADE,1038,Shipping Transaction Amount,Shipment Made_ Transaction. Transaction Amount. Code,Monetary amount for the items in the shipping document related to the sales order. Recorded in the transaction currency.,Shipment Made,Transaction,Transaction Amount,Code,,,,,,,SHIPPING TRANSACTION AMOUNT,AMOUNT
5.O2C,546,BBIE,SAL SHIPMENT MADE,1039,Shipping Transaction CUR Code,Shipment Made_ Transaction. Shipping Transaction_ Currency Code. Code,The transactional currency related to the shipping amount (ISO 4217). Shall match the Currency_Code in the BAS_Currency table.,Shipment Made,Transaction,Currency Code,Code,,,,,,,SHIPPING TRANSACTION CUR CODE,CURRENCY CODE
5.O2C,547,BBIE,SAL SHIPMENT MADE,1040,Shipment Method,Shipment Made_ Transaction. Shipment Method. Code,"The transportation used for shipping (e.g. air, train, truck, hand delivered).",Shipment Made,Transaction,Shipment Method,Code,,,,,,,SHIPMENT METHOD,TEXT 60
5.O2C,548,BBIE,SAL SHIPMENT MADE,1041,Shipper,Shipment Made_ Transaction. Shipper. Code,"The organisation or individual responsible for shipping the goods (e.g. UPS, Federal Express).",Shipment Made,Transaction,Shipper,Code,,,,,,,SHIPPER,TEXT 25
5.O2C,549,BBIE,SAL SHIPMENT MADE,1042,Adjustment Indicator,Shipment Made_ Transaction. Adjustment Indicator. Code,"0' if the transaction is the original shipment transaction, '1' if the transaction is a shipment adjustment.",Shipment Made,Transaction,Adjustment Indicator,Code,,,,,,,ADJUSTMENT INDICATOR,ADJUSTMENT INDICATOR
5.O2C,550,BBIE,SAL SHIPMENT MADE,1043,Adjustment Description,Shipment Made_ Transaction. Adjustment Description. Code,"If an adjustment was made to a shipment, a description should clarify the reason for the adjustment.",Shipment Made,Transaction,Adjustment Description,Code,,,,,,,ADJUSTMENT DESCRIPTION,TEXT 1000
5.O2C,551,BBIE,SAL SHIPMENT MADE,1044,Customer Account ID,Shipment Made_ Transaction. Customer Account ID. Code,The unique identifier for the receiving customer. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,Shipment Made,Transaction,Customer Account ID,Code,,,,,,,CUSTOMER ACCOUNT ID,IDENTIFIER 100
5.O2C,552,BBIE,SAL SHIPMENT MADE,1045,Sales Order ID,Shipment Made_ Transaction. Sales Order ID. Code,"The unique identifier for the sales order. Typically auto-generated by the system. When a shipment is made that includes goods from multiple orders. On the table SAL_Shipments_Made_Details, there will be a detailed relationship between the sales order details and the shipment made details. May be set to NULL if there is no sales order. Otherwise shall match the Sales_Order_ID in the SAL_Orders table.",Shipment Made,Transaction,Sales Order ID,Code,,,,,,,SALES ORDER ID,IDENTIFIER 100
5.O2C,553,ASBIE,SAL SHIPMENT MADE,1046,Approved,Shipment Made_ Transaction. was. Approved_ Handling,,Shipment Made,Transaction,was,Code,,,,,,,APPROVED,was
5.O2C,554,ASBIE,SAL SHIPMENT MADE,1047,Created,Shipment Made_ Transaction. was. Created_ Handling,,Shipment Made,Transaction,was,Code,,,,,,,CREATED,was
5.O2C,555,ASBIE,SAL SHIPMENT MADE,1048,Last Modified,Shipment Made_ Transaction. was. Last Modified_ Handling,,Shipment Made,Transaction,was,Code,,,,,,,LAST MODIFIED,was
5.O2C,556,RLBIE,SAL SHIPMENT MADE,1049,Business Segment X,Shipment Made_ Transaction. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Shipment Made,Transaction,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
5.O2C,557,RLBIE,SAL SHIPMENT MADE DETAILS,1051,Shipment ID,Shipment Made Details_ Transaction Line. Header. Shipment Made,The unique identifier for the shipment. Typically auto-generated by the system. Shall match the Shipment_ID in the SAL_Shipments_Made table.,Shipment Made Details,Transaction Line,Header,Code,,,,Shipment Made,,REF,SHIPMENT ID,IDENTIFIER 100
5.O2C,558,IDBIE,SAL SHIPMENT MADE DETAILS,1052,Shipment Document Line ID,Shipment Made Details_ Transaction Line. ID,The unique identifier for a line of shipping document. Typically auto-generated by the system.,Shipment Made Details,Transaction Line,Identification,Code,,,,,,PK,SHIPMENT DOCUMENT LINE ID,IDENTIFIER 100
5.O2C,559,BBIE,SAL SHIPMENT MADE DETAILS,1053,Shipment Document Line Number,Shipment Made Details_ Transaction Line. Shipment Document Line Number. Code,The line number of the shipping document. This number is generated either by manual input or generated by the system.,Shipment Made Details,Transaction Line,Shipment Document Line Number,Code,,,,,,,SHIPMENT DOCUMENT LINE NUMBER,TEXT 10
5.O2C,560,BBIE,SAL SHIPMENT MADE DETAILS,1054,Product ID,Shipment Made Details_ Transaction Line. Product ID. Code,The unique identifier for the product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,Shipment Made Details,Transaction Line,Product ID,Code,,,,,,,PRODUCT ID,IDENTIFIER 75
5.O2C,561,BBIE,SAL SHIPMENT MADE DETAILS,1055,Shipping Quantity,Shipment Made Details_ Transaction Line. Shipping_ Quantity. Code,The quantity of the products in the shipment.,Shipment Made Details,Transaction Line,Quantity,Code,,,,,,,SHIPPING QUANTITY,QUANTITY
5.O2C,562,BBIE,SAL SHIPMENT MADE DETAILS,1056,Shipping UOM Code,Shipment Made Details_ Transaction Line. Shipping_ . Code,The code of the measurement unit recorded in shipment. Shall match the UOM_Code in the BAS_Measurement_Unit table.,Shipment Made Details,Transaction Line,,Code,,,,,,,SHIPPING UOM CODE,MEASUREMENT UNIT CODE
5.O2C,563,BBIE,SAL SHIPMENT MADE DETAILS,1057,Shipping Unit Price,Shipment Made Details_ Transaction Line. Shipping Unit Price. Code,Price per unit for item sent.,Shipment Made Details,Transaction Line,Shipping Unit Price,Code,,,,,,,SHIPPING UNIT PRICE,PRICE
5.O2C,564,BBIE,SAL SHIPMENT MADE DETAILS,1058,Shipping Line Transaction Amount,Shipment Made Details_ Transaction Line. Transaction Amount. Code,Monetary amount for the Line in the shipping document related to the sales order. Recorded in the transaction currency.,Shipment Made Details,Transaction Line,Transaction Amount,Code,,,,,,,SHIPPING LINE TRANSACTION AMOUNT,AMOUNT
5.O2C,565,BBIE,SAL SHIPMENT MADE DETAILS,1059,Sales Order Line ID,Shipment Made Details_ Transaction Line. Sales Order Line ID. Code,The unique identifier for a sales order line. Typically auto-generated by the system. May be set to NULL if there is no sales order. Otherwise shall match the Sales_Order_Line_ID in the SAL_Orders_Details table.,Shipment Made Details,Transaction Line,Sales Order Line ID,Code,,,,,,,SALES ORDER LINE ID,IDENTIFIER 60
5.O2C,566,BBIE,SAL SHIPMENT MADE DETAILS,1060,Sales Order Line Quantity,Shipment Made Details_ Transaction Line. Sales Order Line_ Quantity. Code,The quantity of the sales order line by the sales measurement unit. May be set to NULL if there is no sales order.,Shipment Made Details,Transaction Line,Quantity,Code,,,,,,,SALES ORDER LINE QUANTITY,QUANTITY
5.O2C,567,BBIE,SAL SHIPMENT MADE DETAILS,1061,Order Line UOM Code,Shipment Made Details_ Transaction Line. Order Line_ . Code,The code of the measurement unit in sales order line. May be set to NULL if there is no sales order. Otherwise shall match the UOM_Code in the BAS_Measurement_Unit table.,Shipment Made Details,Transaction Line,,Code,,,,,,,ORDER LINE UOM CODE,MEASUREMENT UNIT CODE
5.O2C,568,BBIE,SAL SHIPMENT MADE DETAILS,1062,Order Line Unit Price,Shipment Made Details_ Transaction Line. Order Line Unit Price. Code,Sales order line price per unit. May be set to NULL if there is no sales order.,Shipment Made Details,Transaction Line,Order Line Unit Price,Code,,,,,,,ORDER LINE UNIT PRICE,PRICE
5.O2C,569,BBIE,SAL SHIPMENT MADE DETAILS,1063,Order Line Transaction Amount,Shipment Made Details_ Transaction Line. Transaction Amount. Code,Monetary amount for the Line in the sales order related to the shipping document Line. Recorded in the transaction currency. May be set to NULL if there is no sales order. Otherwise shall match the Order_Line_Transaction_Amount in the SAL_Orders_Details table.,Shipment Made Details,Transaction Line,Transaction Amount,Code,,,,,,,ORDER LINE TRANSACTION AMOUNT,AMOUNT
5.O2C,570,RLBIE,SAL SHIPMENT MADE DETAILS,1064,Business Segment X,Shipment Made Details_ Transaction Line. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Shipment Made Details,Transaction Line,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
6.INV,571,IDBIE,INV LOCATION,1066,Location ID,Inventory Location_ List. ID,The unique identifier for the organizations. Typically auto-generated by the system.,Inventory Location,List,Identification,Code,,,,,,PK,LOCATION ID,IDENTIFIER 75
6.INV,572,BBIE,INV LOCATION,1067,Location Code,Inventory Location_ List. Location Code. Code,"The code of the location used to identify inventory location at the local, rather than organizational level.",Inventory Location,List,Location Code,Code,,,,,,,LOCATION CODE,TEXT 80
6.INV,573,RLBIE,INV LOCATION,1068,Parent Location ID,Inventory Location_ List. Parent Location ID.,"Parent or containing organization for this reporting (sub) unit, where applicable. Shall be a valid entry of Location_ID from this table.",Inventory Location,List,Parent Location ID,Code,,,,,,REF,PARENT LOCATION ID,IDENTIFIER 75
6.INV,574,BBIE,INV LOCATION,1069,Location Description,Inventory Location_ List. Location Description. Code,"Textual description of the location identified by Location_Code; for example, location name.",Inventory Location,List,Location Description,Code,,,,,,,LOCATION DESCRIPTION,TEXT 1000
6.INV,575,BBIE,INV LOCATION,1070,Location Type,Inventory Location_ List. Location Type. Code,"Freeform description of the location type; for example, warehouse, manufacturing floor, shipping, brokerage.",Inventory Location,List,Location Type,Code,,,,,,,LOCATION TYPE,TEXT 12
6.INV,576,BBIE,INV LOCATION,1071,Inventory Organization Code,Inventory Location_ List. Inventory Organization Code. Code,The code of the inventory organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,Inventory Location,List,Inventory Organization Code,Code,,,,,,,INVENTORY ORGANIZATION CODE,IDENTIFIER 25
6.INV,577,BBIE,INV LOCATION,1072,Location Active Flag,Inventory Location_ List. Location_ Active Flag. Code,"This indicates whether this location is active or inactive; for example, 1 is active and 0 is inactive.",Inventory Location,List,Active Flag,Code,,,,,,,LOCATION ACTIVE FLAG,BOOLEAN
6.INV,578,RLBIE,INV LOCATION,1073,Business Segment X,Inventory Location_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Inventory Location,List,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
6.INV,579,IDBIE,,1075,Inventory On Hand ID,Inventory On Hand_ List. ID,,Inventory On Hand,List,Identification,Code,,,,,,PK,,
6.INV,580,RLBIE,INV ON HAND,1076,Inventory ID,Inventory On Hand_ List. Inventory ID.,"The unique identifier for the inventory. Typically auto-generated by the system. The unique value means that each line in the data table under consideration has a unique, non-repetitive, serial number for identification.",Inventory On Hand,List,Inventory ID,Code,,,,,,REF,INVENTORY ID,IDENTIFIER 75
6.INV,581,RLBIE,INV ON HAND,1077,Inventory Product ID,Inventory On Hand_ List. Inventory Product ID.,The unique identifier for the inventory item. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,Inventory On Hand,List,Inventory Product ID,Code,,,,,,REF,INVENTORY PRODUCT ID,IDENTIFIER 75
6.INV,582,BBIE,INV ON HAND,1078,Lot Number,Inventory On Hand_ List. Lot Number. Code,The number associated with a product that is used for tracking and managing the lot.,Inventory On Hand,List,Lot Number,Code,,,,,,,LOT NUMBER,TEXT 60
6.INV,583,BBIE,INV ON HAND,1079,Serial Number,Inventory On Hand_ List. Serial Number. Code,"The number associated with an individual product item that is used for tracking and managing (e.g. a company purchases 10 computers, with each computer be assigned a individual serial number).",Inventory On Hand,List,Serial Number,Code,,,,,,,SERIAL NUMBER,TEXT 60
6.INV,584,BBIE,INV ON HAND,1080,Inventory ABC Code,Inventory On Hand_ List. ABC_ Code. Code,"The code of the importance, monetary value, or other measure of this item according to Markov�es rule for selective inventory control, where 20% of items are responsible for 80% of the value or risk. A = top 20% representing 80% of risk; B =30%, representing 15% of risk; C =50% of items representing only 5% of the risk.",Inventory On Hand,List,Code,Code,,,,,,,INVENTORY ABC CODE,INVENTORY ABC CODE
6.INV,585,BBIE,INV ON HAND,1081,Location ID,Inventory On Hand_ List. Location ID. Code,The unique identifier for the organizations. Shall be a valid entry in INV_Location table. Typically auto-generated by the system. Shall match the Location_ID in the INV_Location table.,Inventory On Hand,List,Location ID,Code,,,,,,,LOCATION ID,IDENTIFIER 75
6.INV,586,BBIE,INV ON HAND,1082,Inventory As Of Date,Inventory On Hand_ List. Inventory As Of. Code,The specified date to which inventory information applies.,Inventory On Hand,List,Inventory As Of,Code,,,,,,,INVENTORY AS OF DATE,DATE
6.INV,587,BBIE,INV ON HAND,1083,INV PUR YearToDate Quantity,Inventory On Hand_ List. Inventory Purchase Year To Date_ Quantity. Code,Quantity purchased to this location year to date in the Basic_UOM_Code.,Inventory On Hand,List,Quantity,Code,,,,,,,INV PUR YEARTODATE QUANTITY,QUANTITY
6.INV,588,BBIE,INV ON HAND,1084,INV Sold YearToDate Quantity,Inventory On Hand_ List. Inventory Sold Year To Date_ Quantity. Code,Quantity sold from this location year to date in the Basic_UOM_Code.,Inventory On Hand,List,Quantity,Code,,,,,,,INV SOLD YEARTODATE QUANTITY,QUANTITY
6.INV,589,BBIE,INV ON HAND,1085,Inventory Organization Code,Inventory On Hand_ List. Inventory Organization Code. Code,"The code of the inventory organization, which refers to the organizational unit, physical or virtual, where the inventory transaction and balances may be tracked and monitored. It provides inventory information to modules like purchase and sales. The simplest form of inventory organization is warehouse. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",Inventory On Hand,List,Inventory Organization Code,Code,,,,,,,INVENTORY ORGANIZATION CODE,IDENTIFIER 25
