Unique UN Assigned ID	 ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC	"Dictionary Entry Name
(auto generated)"	"Definition
Mandatory"	Object Class Term	Property Term	Representation Term	Associated Object Class	Business Term(s)	Usage Rule(s)	Occurrence Min	Occurrence Max	Short Name
UN00005439	BCC	Licence. Test Passed. Date Time	"The date, time, date time or other date time value when a test appropriate to the category of the licence, such as a driving test, heavy goods vehicle test, public service vehicle test, was passed."	Licence	Test Passed	Date Time				0	1	Test Passed Date Time
UN00005440	BCC	Licence. Suspension Revocation. Date Time	"The date, time, date time or other date time value of the suspension or revocation of the licence."	Licence	Suspension Revocation	Date Time				0	1	Suspension Revocation Date Time
UN00005441	BCC	Licence. Suspension Revocation Reason. Code	The code specifying the reason for the suspension or revocation of the licence.	Licence	Suspension Revocation Reason	Code				0	1	Suspension Revocation Reason Code
UN00005442	BCC	Licence. Reinstatement. Date Time	"The date, time, date time or other date time value when the suspended licence was or will be reinstated."	Licence	Reinstatement	Date Time				0	1	Reinstatement Date Time
UN00005443	BCC	Licence. Test Passed Country. Identifier	"The unique identifier of the country in which the test appropriate to the licence, such as a driving test, was passed."	Licence	Test Passed Country	Identifier				0	1	Test Passed Country Code
UN00005444	BCC	Licence. Unexpired Penalty Point. Quantity	The number of unexpired penalty points on this licence.	Licence	Unexpired Penalty Point	Quantity				0	1	Unexpired Penalty Point Quantity
UN00007805	BCC	Licence. Regulatory Jurisdiction. Text	"The regulatory jurisdiction, expressed as text, for this licence."	Licence	Regulatory Jurisdiction	Text				0	1	Regulatory Jurisdiction Text
UN00007806	BCC	Licence. Suspension Revocation Reason. Text	"The reason, expressed as text, for the suspension or revocation of this licence."	Licence	Suspension Revocation Reason	Text				0	1	Suspension Revocation Reason Text
UN00005445	ASCC	Licence. Effective. Period	The period of time for which this licence is effective.	Licence	Effective		Period			0	1	Effective Period
UN00005446	ASCC	Licence. Specified. Licence Restriction	A restriction specified for this licence.	Licence	Specified		Licence Restriction			0	unbounded	Specified Licence Restriction
UN00005447	ASCC	Licence. Associated. Document	The document associated with this licence.	Licence	Associated		Document			0	1	Associated Document
UN00005448	ASCC	Licence. Previous. Licence	A previous licence associated with this licence.	Licence	Previous		Licence			0	unbounded	Previous Licence
UN00007807	ASCC	Licence. Lapse. Period	A period of time for which this licence has lapsed.	Licence	Lapse		Period			0	unbounded	Lapse Period
UN00007808	ASCC	Licence. Suspension. Period	A period of time for which this license was or is suspended by an authority.	Licence	Suspension		Period			0	unbounded	Suspension Period
UN00007184	ACC	Linear Ring. Details	An array of points which define a closed loop which is not self intersecting.	Linear Ring								Linear Ring
UN00007185	BCC	Linear Ring. Coordinate. Text	"A position of a point, expressed as text, using one or more numbers, or coordinates, to uniquely determine the position of a point."	Linear Ring	Coordinate	Text				0	unbounded	Coordinate Text
UN00007186	ASCC	Linear Ring. Coordinate. Direct Position	A direct position of a coordinate for this linear ring.	Linear Ring	Coordinate		Direct Position			0	unbounded	Coordinate Direct Position
UN00008141	ASCC	Linear Ring. Specified. Geographical Coordinate	Geographical coordinates specifying the position of a point of this linear ring.	Linear Ring	Specified		Geographical Coordinate			0	unbounded	Specified Geographical Coordinate
UN00008350	ASCC	Linear Ring. Associated. Geographical Object Characteristic	A geographical object characteristic associated with this linear ring.	Linear Ring	Associated		Geographical Object Characteristic			0	unbounded	Geographical Object Characteristic
UN00005452	ACC	Loading Discount. Details	A factor applied to the insurance base premium to calculate the net premium for a policy or coverage; loadings are added to the premium and discounts are subtracted.	Loading Discount								Loading Discount
UN00005453	BCC	Loading Discount. Type. Code	The code specifying the type of loading or discount.	Loading Discount	Type	Code				0	1	Type Code
UN00005454	BCC	Loading Discount. Sub-Type. Code	The code specifying the sub-type of the loading or discount.	Loading Discount	Sub-Type	Code				0	1	Sub-Type Code
UN00005455	BCC	Loading Discount. Applied. Percent	"The loading or discount, expressed as a percentage, applied to the base premium amount."	Loading Discount	Applied	Percent				0	1	Applied Percent
UN00005456	BCC	Loading Discount. Point. Quantity	"The loading or discount, expressed as a number of points, applied to the base premium."	Loading Discount	Point	Quantity				0	1	Number Of Points
UN00005457	BCC	Loading Discount. Actual. Amount	The actual monetary value of the loading or discount.	Loading Discount	Actual	Amount				0	1	Actual Amount
UN00005458	BCC	Loading Discount. Effective. Date Time	"The date, time, date time or other date time value when the loading or discount has or will become effective."	Loading Discount	Effective	Date Time				0	1	Effective Date Time
UN00005459	BCC	Loading Discount. Expiry. Date Time	"The date, time, date time or other date time value when the loading or discount expires."	Loading Discount	Expiry	Date Time				0	1	Expiry Date Time
UN00007810	BCC	Loading Discount. Underwriter Decision. Code	The code specifying the decision made by the underwriter resulting in this loading or discount.	Loading Discount	Underwriter Decision	Code				0	1	Underwriter Decision Code
UN00007811	BCC	Loading Discount. Description. Text	The textual description of this loading or discount.	Loading Discount	Description	Text				0	1	Description
UN00005460	ASCC	Loading Discount. Applicable. Underwriting Factor	The underwriting factor applicable to this loading or discount.	Loading Discount	Applicable		Underwriting Factor			0	1	Applicable Underwriting Factor
UN00005461	ASCC	Loading Discount. Applicable. Rounding Rule	The rounding rule applicable to this loading or discount.	Loading Discount	Applicable		Rounding Rule			0	1	Applicable Rounding Rule
UN00000067	ACC	Location. Details	A physical location or place.	Location								Location
UN00000071	BCC	Location. Identification. Identifier	A unique identifier for this location such as a United Nations Location Code (UNLOCODE) or GS1 Global Location Number (GLN).	Location	Identification	Identifier				0	unbounded	ID
UN00000227	BCC	Location. Name. Text	"A name, expressed as text, of this location."	Location	Name	Text				0	unbounded	Name
UN00000241	BCC	Location. Type. Code	A code specifying the type of location.	Location	Type	Code		Division		0	unbounded	Type Code
UN00000226	BCC	Location. Directions. Text	A textual description of how to reach the location.	Location	Directions	Text				0	unbounded	Directions
UN00000764	BCC	Location. Description. Text	A textual description of the location.	Location	Description	Text				0	unbounded	Description
UN00000760	BCC	Location. District. Identifier	A unique identifier of the district area regarded as a geographic or administrative unit within which this location is situated.	Location	District	Identifier				0	unbounded	District ID
UN00001014	BCC	Location. Country Name. Text	"A name, expressed as text, of the country for this location."	Location	Country Name	Text				0	unbounded	Country Name
UN00001015	BCC	Location. Country Sub-Division Name. Text	"A name, expressed as text, of the sub-division of a country for this location."	Location	Country Sub-Division Name	Text				0	unbounded	Country Sub-Division Name
UN00001013	BCC	Location. Country. Identifier	A unique identifier of a country for this location (Reference ISO 3166 and UN/ECE Rec 3).	Location	Country	Identifier				0	unbounded	Country Code
UN00002494	BCC	Location. Country Sub-Division. Identifier	The unique identifier of the country sub-division for this location.	Location	Country Sub-Division	Identifier				0	1	Country Sub-Division Code
UN00002495	BCC	Location. Geopolitical Region Name. Text	"The name, expressed as text, of the geopolitical region for this location."	Location	Geopolitical Region Name	Text				0	1	Geopolitical Region Name
UN00002496	BCC	Location. Geopolitical Region. Code	The code specifying the geopolitical region for this location.	Location	Geopolitical Region	Code				0	1	Geopolitical Region Code
UN00002497	BCC	Location. Country Superordinate. Identifier	The unique identifier of the country superordinate (grouping of countries to a bigger entity) in which the location is situated.	Location	Country Superordinate	Identifier				0	1	Country Superordinate ID
UN00001661	BCC	Location. UTC Offset. Numeric	The time offset value from the Universal Time Coordinate (UTC) for this location.	Location	UTC Offset	Numeric				0	1	UTC Offset Numeric
UN00003372	BCC	Location. Type. Text	"A type, expressed as text, of this location."	Location	Type	Text				0	unbounded	Type Text
UN00007033	BCC	Location. Related. Date Time	"A date, time, date time, or other date time value related to this location."	Location	Related	Date Time				0	unbounded	Related Date Time
UN00007428	BCC	Location. Version. Identifier	An identifier of a version of this location.	Location	Version	Identifier				0	unbounded	Version ID
UN00007429	BCC	Location. Condition. Code	"A code specifying a condition of this location, such as flooded."	Location	Condition	Code				0	unbounded	Condition Code
UN00007430	BCC	Location. Possession. Date Time	"A date, time, date time, or other date time value for possession of this location."	Location	Possession	Date Time				0	unbounded	Possession Code
UN00008138	BCC	Location. Management Organization. Code	"A code specifying an organization, such as a body of administrative officials, managing this location."	Location	Management Organization	Code				0	unbounded	Management Organization Code
UN00008446	BCC	Location. Reference. Code	A code specifying a reference for this location.	Location	Reference	Code				0	unbounded	Reference Code
UN00000068	ASCC	Location. Physical. Geographical Coordinate	Geographical coordinate information for this location.	Location	Physical		Geographical Coordinate			0	unbounded	Physical Geographical Coordinate
UN00000069	ASCC	Location. Postal. Address	Postal address information for this location.	Location	Postal		Address			0	unbounded	Postal Address
UN00000070	ASCC	Location. Subordinate. Location	Subordinate location information within this location.	Location	Subordinate		Location			0	unbounded	Subordinate Location
UN00002994	ASCC	Location. Specified. Party	A party specified for this location.	Location	Specified		Party			0	unbounded	Specified Party
