Unique UN Assigned ID	 ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC	"Dictionary Entry Name
(auto generated)"	Short Name	"Definition
Mandatory"	Publication comments	Object Class Term Qualifier(s)	Object Class Term	Property Term Qualifier(s)	Property Term	Datatype Qualifier(s)	Representation Term	Qualified Data Type UID	Associated Object Class Term Qualifier(s)	Associated Object Class	Business Term(s)	Usage Rule(s)	Sequence Number	Occurrence Min	Occurrence Max	Business Process	Product	Industry	Region (Geopolitical)	Official Constraints	Role	Supporting Role	System Constraints	Example(s)	BIE/CC/DT Version	Ref Library Version	Submitter Name	Ref Component UN ID	Ref CR ID	Unique submitter ID	CR Status Date	CR Status	Library Maintenance Comment	TDED
UN01006463	BBIE	Market Survey_ Query. Multi-Choice Answer. Text	Multi-Choice Answer Text	"A multi-choice answer, expressed as text, for this market survey query."		Market Survey	Query		Multi-Choice Answer		Text						3	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006464	BBIE	Market Survey_ Query. Content. Text	Content Text	"Content, expressed as text, for this market survey query."		Market Survey	Query		Content		Text						4	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(4056)
UN01006465	ASBIE	Market Survey_ Query. Specified. Subject_ Classification	Subject Classification	The subject classification specified for this market survey query.		Market Survey	Query		Specified				Subject	Classification			1	0	1	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006466	ASBIE	Market Survey_ Query. Submitted. Query_ Response	Submitted Response	A response submitted to this market survey query.		Market Survey	Query		Submitted				Query	Response			2	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006498	ASBIE	Market Survey_ Query. Referenced. Questionnaire_ Section	Referenced Questionnaire Section	The questionnaire section referenced from this market survey query.		Market Survey	Query		Referenced				Questionnaire	Section			3	0	1	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006467	ABIE	Market Survey_ Questionnaire. Details	Market Survey Questionnaire	A formulated series of questions by which information is sought from a selected group for a market survey.		Market Survey	Questionnaire													Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006468	BBIE	Market Survey_ Questionnaire. Identification. Identifier	ID	A unique identifier for this market survey questionnaire.		Market Survey	Questionnaire		Identification		Identifier						1	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006469	BBIE	Market Survey_ Questionnaire. Description. Text	Description	A textual description for this market survey questionnaire.		Market Survey	Questionnaire		Description		Text						2	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006470	ASBIE	Market Survey_ Questionnaire. Specified. Questionnaire_ Section	Specified Section	A specified section of this market survey questionnaire.		Market Survey	Questionnaire		Specified				Questionnaire	Section			1	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006471	ABIE	Market_ Survey. Details	Market Survey	A systematic collection and analysis of data relating to a place or group with a demand for a commodity or service.		Market	Survey													Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006472	BBIE	Market_ Survey. Identification. Identifier	ID	A unique identifier for this market survey.		Market	Survey		Identification		Identifier						1	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006473	BBIE	Market_ Survey. Description. Text	Description	A textual description for this market survey.		Market	Survey		Description		Text						2	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006474	BBIE	Market_ Survey. Target Group_ Description. Text	Target Group Description	A textual description of a target group for this market survey.		Market	Survey	Target Group	Description		Text						3	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006475	BBIE	Market_ Survey. Sample Size. Quantity	Sample Size	The size of the sample in this market survey.		Market	Survey		Sample Size		Quantity						4	0	1	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006476	BBIE	Market_ Survey. Communication Channel. Code	Communication Channel Code	A code specifying a communication channel for this market survey.		Market	Survey		Communication Channel		Code						5	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006477	BBIE	Market_ Survey. Organization_ Process. Code	Organization Process Code	The code specifying the process by which this market survey is organized.		Market	Survey	Organization	Process		Code						6	0	1	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006478	BBIE	Market_ Survey. Recording_ Process. Code	Recording Process Code	The code specifying the process by which this market survey is recorded.		Market	Survey	Recording	Process		Code						7	0	1	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006479	BBIE	Market_ Survey. Method. Code	Method Code	A code specifying a method for this market survey.		Market	Survey		Method		Code						8	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006480	BBIE	Market_ Survey. Type. Code	Type Code	A code specifying a type of market survey.		Market	Survey		Type		Code						9	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006481	BBIE	Market_ Survey. Time Series. Indicator	Time Series Indicator	The indication of whether or not this market survey is part of a time series.		Market	Survey		Time Series		Indicator						10	0	1	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006482	ASBIE	Market_ Survey. Owner. CI_ Trade_ Party	Owner	A Cross Industry (CI) trade party that is an owner of this market survey.		Market	Survey		Owner				CI_ Trade	Party			1	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006483	ASBIE	Market_ Survey. Conducting. CI_ Trade_ Party	Conducting Party	The Cross Industry (CI) trade party that conducts this market survey.		Market	Survey		Conducting				CI_ Trade	Party			2	0	1	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006484	ASBIE	Market_ Survey. Specified. Subject_ Classification	Specified Subject Classification	A subject classification specified for this market survey.		Market	Survey		Specified				Subject	Classification			3	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006485	ASBIE	Market_ Survey. Fieldwork. Specified_ Period	Fieldwork Period	The fieldwork period specified for this market survey.		Market	Survey		Fieldwork				Specified	Period			4	0	1	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006486	ASBIE	Market_ Survey. Target. CI_ Trade_ Country	Target Country	A Cross Industry (CI) country that is a target for this market survey.		Market	Survey		Target				CI_ Trade	Country			5	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006487	ASBIE	Market_ Survey. Derived Deliverable. Market Survey_ Product	Derived Deliverable Product	A deliverable product derived from this market survey.		Market	Survey		Derived Deliverable				Market Survey	Product			6	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006488	ASBIE	Market_ Survey. Briefing. CI_ Referenced_ Document	Briefing Document	A Cross Industry (CI) briefing document referenced for this market survey.		Market	Survey		Briefing				CI_ Referenced	Document			7	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01005186	ABIE	Mass_ Measurement. Details	Mass Measurement	A measurement of the mass of some physical matter.		Mass	Measurement													In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01005187	BBIE	Mass_ Measurement. Value. Measure	Value Measure	The value of the measure for this mass measurement.		Mass	Measurement		Value		Measure						1	0	1	In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(6314)
UN01005188	BBIE	Mass_ Measurement. Quantification Type. Code	Quantification Type Code	"The code specifying the type of quantification for this mass measurement, such as calculated or estimated."		Mass	Measurement		Quantification Type		Code						2	0	1	In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010595	ABIE	MDR Element_ Data Node. Details	MDR Element Data Node	An element which is part of a Master Data Register (MDR) node.		MDR Element	Data Node													FLUX	In All Contexts	Fisheries	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010596	BBIE	MDR Element_ Data Node. Name. Text	Name	"The name, expressed as text, of this MDR element data node."		MDR Element	Data Node		Name		Text						1	1	1	FLUX	In All Contexts	Fisheries	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010597	BBIE	MDR Element_ Data Node. Value. Text	Value Text	"The value, expressed as text, of this MDR element data node."		MDR Element	Data Node		Value		Text						2	0	1	FLUX	In All Contexts	Fisheries	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.1									
UN01010603	BBIE	MDR Element_ Data Node. Type. Code	Type Code	The code specifying a type for this MDR element data node.		MDR Element	Data Node		Type		Code						3	0	1	FLUX	In All Contexts	Fisheries	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010764	ASBIE	MDR Element_ Data Node. Value. FLUX_ Binary File	Value FLUX Binary File	"The value, expressed in a FLUX binary file, for this MDR element data node."		MDR Element	Data Node		Value				FLUX	Binary File			1	0	1	FLUX	In All Contexts	Fisheries	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010577	ABIE	MDR Query_ Identity. Details	MDR Query Identity	Information which uniquely identifies a Master Data Register (MDR) Query object.		MDR Query	Identity													FLUX	In All Contexts	Fisheries	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010578	BBIE	MDR Query_ Identity. Identification. Identifier	ID	The identifier for this MDR query identity.		MDR Query	Identity		Identification		Identifier						1	1	1	FLUX	In All Contexts	Fisheries	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010579	BBIE	MDR Query_ Identity. Valid From. Date Time	Valid From Date Time	"A date, time, date time or other date time value from which this MDR query identity is valid."		MDR Query	Identity		Valid From		Date Time						2	0	unbounded	FLUX	In All Contexts	Fisheries	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010580	BBIE	MDR Query_ Identity. Version. Identifier	Version ID	The identifier of the version of this MDR query identity.		MDR Query	Identity		Version		Identifier						3	0	1	FLUX	In All Contexts	Fisheries	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
