Module,num,Kind,Table,No,Name,DictionaryEntryName,Description,XBRLGL,ObjectClassTermQualifier,ObjectClassTerm,PropertyTerm,RepresentationTerm,Datatype,Representation,AssociatedObjectClassTermQualifier,AssociatedObjectClass,Level,PK_REF,RefField,RefTable,Occurrence
Purchase,609,BBIE,PUR Invoices Received,6,Invoice Date,ADC_ Invoice Received. Invoice. Date,"The date of the invoice, regardless of the date the invoice is created. This is the date from which the due date is calculated based on the invoice terms.",,ADC,Invoice Received,Invoice,Date,Date,%10c,,,1,,,,1..1
Purchase,610,BBIE,PUR Invoices Received,7,Invoice Due Date,ADC_ Invoice Received. Invoice Due. Date,"The date that payment is due to the supplier. Not all transactions will have a due date; for example, credit memos. Aging of a payable is usually calculated based on this date.",,ADC,Invoice Received,Invoice Due,Date,Date,%10c,,,1,,,,1..1
Purchase,611,RBIE,PUR Invoices Received,8,Supplier Account ID,ADC_ Invoice Received. Related. ADC_ Supplier,The unique identifier for the supplier to whom payment is due or from whom unused credits have been applied. Typically autogenerated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.,gl-cor:identifierCode with gl-cor:identifierType = vendor,ADC,Invoice Received,Related,,String,%100s,ADC,Supplier,1,REF,Supplier_Account_ID,BAS_Supplier,1..1
Purchase,612,RBIE,PUR Invoices Received,9,Settlement Organization Code,ADC_ Invoice Received. Settlement Organization. ADC_ Business Segment,"The unique code of the settlement organization (Organization of the payment, can be different from the receiving organization). May be the purchase organization or the receipt organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",gl-bus:organizationIdentifier,ADC,Invoice Received,Settlement Organization,,String,%25s,ADC,Business Segment,2,REF,Business_Segment_Code,BAS_Business_Segment,0..n
Purchase,613,RBIE,PUR Invoices Received,10,Settlement Method Code,ADC_ Invoice Received. Settlement Method. ADC_ Settlement Method,"The code value or indicator of the method by which the transaction debit or credit amount was settled or apportioned by the customer or the supplier; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",,ADC,Invoice Received,Settlement Method,,String,%60s,ADC,Settlement Method,1,REF,Settlement_Method_Code,BAS_Settlement_Method,1..1
Purchase,614,BBIE,PUR Invoices Received,11,Invoice Transaction Amount,ADC_ Invoice Received. Invoice. Transaction_ Amount,The transaction monetary amount of an invoice.,,ADC,Invoice Received,Invoice,Amount,Decimal,%22.4f,,,1,,,,1..1
Purchase,615,RBIE,PUR Invoices Received,12,Payment Term Code,ADC_ Invoice Received. Payment Term. ADC_ Payment Term,"The code of the payment term; for example, cash on delivery, payment 30 days after delivery date. Shall match the Payment_Term_Code in the BAS_Payment_Term table.",,ADC,Invoice Received,Payment Term,,String,%80s,ADC,Payment Term,1,REF,Payment_Term_Code,BAS_Payment_Term,1..1
Purchase,616,BBIE,PUR Invoices Received,13,Terms Discount Percentage,ADC_ Invoice Received. Terms Discount. Percentage,"The discount percentage can be provided if an invoice is paid before a certain number of days. In the flat file, terms are represented as integers to decimal. EXAMPLE 10% would be represented as 0.10.",gl-cor:terms,ADC,Invoice Received,Terms Discount,Percentage,Decimal,%5.4f,,,2,,,,0..1
Purchase,617,BBIE,PUR Invoices Received,14,Terms Discount Days,ADC_ Invoice Received. Terms Discount Days. Numeric,The number of days from the invoice date the supplier allows customer to take advantage of discounted terms. Terms are represented as integers with no decimal places. EXAMPLE 10 days would be represented as 10.,See description for field,ADC,Invoice Received,Terms Discount Days,Numeric,Integer,%6d,,,2,,,,0..1
Purchase,618,BBIE,PUR Invoices Received,15,Terms Due Days,ADC_ Invoice Received. Terms Due Days. Numeric,The number of days allowed that the customer has to meet the obligation before an invoice becomes overdue.,See description for field; explicit in gl-cor:maturityDate,ADC,Invoice Received,Terms Due Days,Numeric,Integer,%6d,,,2,,,,0..1
Purchase,619,ASBIE,PUR Invoices Received,16,Activity Records,ADC_ Invoice Received. Recorded. ADC_ Activity Records,"The operation records on this record such as create, approve, last modify this record.",Use corresponding element of XBRL GL taxonomy.,ADC,Invoice Received,Recorded,,,,ADC,Activity Records,1,,,,1..1
Purchase,620,BBIE,PUR Invoices Received,17,Grouping Code,ADC_ Invoice Received. Grouping. Code,"Grouping mechanism for related items in a batch or grouping of invoices; for example, the invoice grouping found in certain ERP systems.",gl-bus:batchID,ADC,Invoice Received,Grouping,Code,String,%100s,,,2,,,,0..1
Purchase,621,ASBIE,PUR Invoices Received,18,Transaction Tax N,ADC_ Invoice Received. Charged. ADC_ Transaction TaxN,The amount of Tax included in the transaction. Recorded in transaction currency.,Use corresponding element of XBRL GL taxonomy.,ADC,Invoice Received,Charged,,,,ADC,Transaction TaxN,1,,,,1..n
Purchase,622,BBIE,PUR Invoices Received,19,Status,ADC_ Invoice Received. Status,"The status of the received invoice. EXAMPLE New, save, submit, approved and frozen.",,ADC,Invoice Received,Status,Text,String,%30s,,,2,,,,0..1
Purchase,623,BBIE,PUR Invoices Received,20,Remark,ADC_ Invoice Received. Remark,Freeform text description.,gl-cor:entryComment,ADC,Invoice Received,Remark,Text,String,%500s,,,2,,,,0..1
Purchase,624,RBIE,PUR Invoices Received,21,Business Segment X,ADC_ Invoice Received. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,Invoice Received,X,,String,%25s,ADC,Business Segment,1,,,,1..n
Purchase,625,ASBIE,PUR Invoices Received,22,Invoice Received Line,ADC_ Invoice Received. Defined. ADC_ Invoice Received Line,"Line item details for invoices are contained in Table 114. Each line includes invoice line information on specific materials, measurement unit, price per unit, invoice amount, currency type, tax type code, and tax amount. The file will record for each invoice line item.",,ADC,Invoice Received,Defined,,,,ADC,Invoice Received Line,,,,,1..n
Purchase,626,RBIE,PUR Invoices Received Details,1,Invoice ID,ADC_ Invoice Received Line. Detail to Summary. ADC_ Invoice Received,The unique identifier for the received invoices. Typically autogenerated by the system. The same ID shall be used for all tables with invoice data. Shall match the Invoice_ID in the PUR_Invoices_Received table.,"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure.",ADC,Invoice Received Line,Detail to Summary,,String,%60s,ADC,Invoice Received,1,REF,Invoice_ID,PUR_Invoices_Received,1..1
Purchase,627,IDBIE,PUR Invoices Received Details,2,Invoice Line ID,ADC_ Invoice Received Line. ID,The unique identifier for a received invoice line. Typically autogenerated by the system.,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Invoice Received Line,Identification,Identifier,String,%60s,,,1,PK,,,1..1
Purchase,628,BBIE,PUR Invoices Received Details,3,Invoice Line Number,ADC_ Invoice Received Line. Invoice Line Number. Code,The number of a received invoice line. This number is generated either by manual input or by the system.,,ADC,Invoice Received Line,Invoice Line Number,Code,String,%10s,,,2,,,,0..1
Purchase,629,RBIE,PUR Invoices Received Details,4,Purchase Order ID,ADC_ Invoice Received Line. Originating. ADC_ Purchase Order,The unique identifier for the purchase order. Typically autogenerated by the system. May be set to NULL if no transaction related purchase order. Otherwise shall match the Purchase_Order_ID in the PUR_Orders_Details table.,"gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = order-customer * As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.) ",ADC,Invoice Received Line,Originating,,String,%100s,ADC,Purchase Order,1,REF,Purchase_Order_ID,PUR_Orders_Details,1..1
Purchase,630,RBIE,PUR Invoices Received Details,5,Purchase Order Line ID,ADC_ Invoice Received Line. Corresponding. ADC_ Purchase Order Line,The unique identifier for a purchase order line. Typically auto-generated by the system. May be set to NULL if no transaction related purchase order. Otherwise shall match the Purchase_Order_Line_ID in the PUR_Orders_Details table.,"gl-cor:lineNumber* As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.)  * As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.)  * As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.) ",ADC,Invoice Received Line,Corresponding,,String,%60s,ADC,Purchase Order Line,1,REF,Purchase_Order_Line_ID,PUR_Orders_Details,1..1
Purchase,631,RBIE,PUR Invoices Received Details,6,Product ID,ADC_ Invoice Received Line. Corresponding. ADC_ Product,The unique identifier for the product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,gl-bus:measurableIDOther,ADC,Invoice Received Line,Corresponding,,String,%75s,ADC,Product,1,REF,Inventory_Product_ID,INV_Product,1..1
Purchase,632,ASBIE,PUR Invoices Received Details,7,Invoice Quantity,ADC_ Invoice Received Line. Purchase_ Quantity. ADC_ Measurement Quantity,The quantity recorded in the invoice by the measurement unit.,gl-bus:measurableQuantity,ADC,Invoice Received Line,Quantity,,,,ADC,Measurement Quantity,1,,,,1..1
Purchase,633,ASBIE,PUR Invoices Received Details,8,Basic UOM Quantity,ADC_ Invoice Received Line. Basic_ Quantity. ADC_ Measurement Quantity,The quantity of the materials in received invoice by the basic measurement unit.,gl-bus:measurableQuantity,ADC,Invoice Received Line,Quantity,,,,ADC,Measurement Quantity,1,,,,1..1
Purchase,634,BBIE,PUR Invoices Received Details,9,Tax Exclude Unit Price,ADC_ Invoice Received Line. Tax Exclude Unit Price. Amount,The unit price (excluding tax) in transaction currency.,,ADC,Invoice Received Line,Tax Exclude Unit Price,Amount,Decimal,%22.8f,,,1,,,,1..1
Purchase,635,BBIE,PUR Invoices Received Details,10,Tax Include Unit Price,ADC_ Invoice Received Line. Tax Include Unit Price. Amount,The unit price (including tax) in transaction currency.,,ADC,Invoice Received Line,Tax Include Unit Price,Amount,Decimal,%22.8f,,,1,,,,1..1
Purchase,636,BBIE,PUR Invoices Received Details,11,Tax Exclude Amount,ADC_ Invoice Received Line. Tax Exclude. Amount,The amount (excluding tax) in transaction currency.,,ADC,Invoice Received Line,Tax Exclude,Amount,Decimal,%22.4f,,,1,,,,1..1
Purchase,637,BBIE,PUR Invoices Received Details,12,Tax Include Amount,ADC_ Invoice Received Line. Tax Include. Amount,The amount (including tax) in transaction currency.,,ADC,Invoice Received Line,Tax Include,Amount,Decimal,%22.4f,,,1,,,,1..1
Purchase,638,BBIE,PUR Invoices Received Details,13,Invoice Line TRX Amount,ADC_ Invoice Received Line. Amount,The transaction monetary amount in transaction currency.,,ADC,Invoice Received Line,Amount,Amount,Decimal,%22.4f,,,1,,,,1..1
Purchase,639,BBIE,PUR Invoices Received Details,14,Grouping Code,ADC_ Invoice Received Line. Grouping. Code,"Grouping mechanism for related items in a batch or grouping of invoices; for example, the invoice grouping found in certain ERP systems.",gl-bus:batchID,ADC,Invoice Received Line,Grouping,Code,String,%100s,,,2,,,,0..1
Purchase,640,ASBIE,PUR Invoices Received Details,15,Transaction Tax N,ADC_ Invoice Received Line. Charged. ADC_ Transaction TaxN,The amount of Tax included in the transaction. Recorded in transaction currency.,Use corresponding element of XBRL GL taxonomy.,ADC,Invoice Received Line,Charged,,,,ADC,Transaction TaxN,1,,,,1..n
