Module	#	Kind	Table	No.	Name	DictionaryEntryName	Description	XBRL_GL_TaxonomyElement	ObjectClassTermQualifier	ObjectClassTerm	PropertyTermQualifier	PropertyTerm	DatatypeQualifier	RepresentationTerm	AssociatedObjectClassTermQualifier	AssociatedObjectClass	Datatype	Representation	Level	Key	RefField	RefTable	OccurrenceMin	OccurrenceMax
Purchase	52	RBIE	PUR Orders Details	8	Settlement Organization Code	ADC_ Purchase Order Line. Settlement Organization. ADC_ Business Segment	"The unique code of the settlement organization (Organization of the payment, can be different from the receiving organization). May be the purchase organization or the receipt organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table."	gl-bus:organizationIdentifier	ADC	Purchase Order Line		Settlement Organization			ADC	Business Segment	String	%25s	2	REF	Business_Segment_Code	BAS_Business_Segment	0	n
Purchase	52	RBIE	PUR Orders Details	9	Receipt Organization Code	ADC_ Purchase Order Line. Receipt Organization. ADC_ Business Segment	"The unique code of the receiving materials organization (Receiving organization, can be different from the settlement organization). The organization receiving materials may be a warehouse or an administration organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table."	gl-bus:organizationIdentifier	ADC	Purchase Order Line		Receipt Organization			ADC	Business Segment	String	%25s	1	REF	Business_Segment_Code	BAS_Business_Segment	1	n
Purchase	52	RBIE	PUR Orders Details	10	Project ID	ADC_ Purchase Order Line. Originating. ADC_ Project	The unique identifier for the project. Typically auto-generated by the system. Shall match the Project_ID in the BAS_Project table.		ADC	Purchase Order Line		Originating			ADC	Project	String	%60s	2	REF	Project_ID	BAS_Project	0	1
Purchase	52	BBIE	PUR Orders Details	11	Due Date	ADC_ Purchase Order Line. Due. Date	The last requested delivery of the purchased materials in the purchasing order. Completion of the delivery shall not be later than that date.		ADC	Purchase Order Line		Due		Date			Date	%10c	1				1	1
Purchase	52	ASBIE	PUR Orders Details	12	Basic UOM Quantity	ADC_ Purchase Order Line. Basic_ Quantity. ADC_ Measurement Quantity	The quantity of the materials in purchase order by the basic measurement unit.	gl-bus:measurableQuantity	ADC	Purchase Order Line	Basic	Quantity			ADC	Measurement Quantity			1				1	1
Purchase	52	ASBIE	PUR Orders Details	13	Purchase Order Line Quantity	ADC_ Purchase Order Line. Quantity. ADC_ Measurement Quantity	The quantity of the materials in the purchase order line by the purchase measurement unit.	gl-bus:measurableQuantity	ADC	Purchase Order Line		Quantity			ADC	Measurement Quantity			1				1	1
Purchase	52	BBIE	PUR Orders Details	14	Tax Exclude Unit Price	ADC_ Purchase Order Line. Tax Exclude Unit Price. Amount	The unit price (excluding tax).		ADC	Purchase Order Line		Tax Exclude Unit Price		Amount			Decimal	%22.8f	1				1	1
Purchase	52	BBIE	PUR Orders Details	15	Tax Include Unit Price	ADC_ Purchase Order Line. Tax Include Unit Price. Amount	The unit price (including tax).		ADC	Purchase Order Line		Tax Include Unit Price		Amount			Decimal	%22.8f	1				1	1
Purchase	52	BBIE	PUR Orders Details	16	Tax Exclude Amount	ADC_ Purchase Order Line. Tax Exclude. Amount	The amount (excluding tax).		ADC	Purchase Order Line		Tax Exclude		Amount			Decimal	%22.4f	1				1	1
Purchase	52	BBIE	PUR Orders Details	17	Tax Include Amount	ADC_ Purchase Order Line. Tax Include. Amount	The amount (including tax).		ADC	Purchase Order Line		Tax Include		Amount			Decimal	%22.4f	1				1	1
Purchase	52	ASBIE	PUR Orders Details	18	Order Line Transaction Amount	ADC_ Purchase Order Line. Amount. ADC_ Transaction Currency Amount	The transaction currency amount of a purchase order line.	gl-muc:multicurrencyDetail	ADC	Purchase Order Line		Amount			ADC	Transaction Currency Amount			1				1	1
Purchase	52	ASBIE	PUR Orders Details	19	Transaction Tax N	ADC_ Purchase Order Line. Charged. ADC_ Transaction TaxN	The amount of Tax included in the transaction. Recorded in transaction currency.	Use corresponding element of XBRL GL taxonomy.	ADC	Purchase Order Line		Charged			ADC	Transaction TaxN			2				0	n
Purchase	52	RBIE	PUR Orders Details	20	Product ID	ADC_ Purchase Order Line. Corresponding. ADC_ Product	The unique identifier for the product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.	gl-bus:measurableIDOther	ADC	Purchase Order Line		Corresponding			ADC	Product	String	%75s	1	REF	Inventory_Product_ID	INV_Product	1	1
Purchase	52	BBIE	PUR Orders Details	21	Status	ADC_ Purchase Order Line. Status	"The status of a purchase order line. Describe changes in the execution of the order line item. Different status will affect the execution and control of the business. EXAMPLE Termination, frozen and closed."		ADC	Purchase Order Line		Status		Text			String	%30s	2				0	1
Purchase	52	RBIE	PUR Orders Details	22	Business Segment X	ADC_ Purchase Order Line. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	Purchase Order Line		X			ADC	Business Segment	String	%25s	1				1	n
Purchase	53	ABIE	PUR Invoices Received	0		ADC_ Invoice Received. Details	"Summary information for the invoices received during the period under review is contained in Table 112. Invoices are included in the three-way match procedures, which control the decision process for AP entries. Each line includes invoice ID, invoice number, invoice date, supplier, invoice amount, currency type, tax type, tax amount, settle method and payment terms. The file will record for each invoice item."		ADC	Invoice Received													0	n
Purchase	53	IDBIE	PUR Invoices Received	1	Invoice ID	ADC_ Invoice Received. ID	The unique identifier for the received invoices. Typically autogenerated by the system. The same ID shall be used for all tables with invoice data.	"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Invoice Received		Identification		Identifier			String	%60s	1	PK			1	1
Purchase	53	BBIE	PUR Invoices Received	2	Invoice Number	ADC_ Invoice Received. Invoice Number. Code	"The number of the received invoice. The number is usually generated by manual input or system generated; for example, including serial number, document type, and date."		ADC	Invoice Received		Invoice Number		Code			String	%100s	1				1	1
Purchase	53	RBIE	PUR Invoices Received	3	Fiscal Period	ADC_ Invoice Received. Fiscal Year. ADC_ Fiscal Period	"Accounting period in which the Invoice_Date occurs. The year shall be shown in four digits as ""YYYY"", which is part of the extended format and the ""YYYY-MM-DD"" in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table."	gl-bus:fiscalYearEnd	ADC	Invoice Received		Fiscal Year			ADC	Fiscal Period	String	%4c	1	REF	Fiscal_Year	BAS_Accounting_Period	1	1
Purchase	53	BBIE	PUR Invoices Received	4	Official Invoice Code	ADC_ Invoice Received. Official_ Invoice. Code	"The unique official code of the invoice, which is usually generated by the tax authorities."		ADC	Invoice Received	Official	Invoice		Code			String	%25s	2				0	1
Purchase	53	BBIE	PUR Invoices Received	5	Invoice Type Name	ADC_ Invoice Received. Invoice Type. Name	"The name of the invoice type. The invoices are classified according to business content. EXAMPLE Purchase invoice, purchase bill, payable adjustment and other payable."		ADC	Invoice Received		Invoice Type		Name			String	%80s	1				1	1
Purchase	53	BBIE	PUR Invoices Received	6	Invoice Date	ADC_ Invoice Received. Invoice. Date	"The date of the invoice, regardless of the date the invoice is created. This is the date from which the due date is calculated based on the invoice terms."		ADC	Invoice Received		Invoice		Date			Date	%10c	1				1	1
Purchase	53	BBIE	PUR Invoices Received	7	Invoice Due Date	ADC_ Invoice Received. Invoice Due. Date	"The date that payment is due to the supplier. Not all transactions will have a due date; for example, credit memos. Aging of a payable is usually calculated based on this date."		ADC	Invoice Received		Invoice Due		Date			Date	%10c	1				1	1
Purchase	53	RBIE	PUR Invoices Received	8	Supplier Account ID	ADC_ Invoice Received. Related. ADC_ Supplier	The unique identifier for the supplier to whom payment is due or from whom unused credits have been applied. Typically autogenerated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.	"gl-cor:identifierCode with gl-cor:identifierType = ""vendor"""	ADC	Invoice Received		Related			ADC	Supplier	String	%100s	1	REF	Supplier_Account_ID	BAS_Supplier	1	1
Purchase	53	RBIE	PUR Invoices Received	9	Settlement Organization Code	ADC_ Invoice Received. Settlement Organization. ADC_ Business Segment	"The unique code of the settlement organization (Organization of the payment, can be different from the receiving organization). May be the purchase organization or the receipt organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table."	gl-bus:organizationIdentifier	ADC	Invoice Received		Settlement Organization			ADC	Business Segment	String	%25s	2	REF	Business_Segment_Code	BAS_Business_Segment	0	n
Purchase	53	RBIE	PUR Invoices Received	10	Settlement Method Code	ADC_ Invoice Received. Settlement Method. ADC_ Settlement Method	"The code value or indicator of the method by which the transaction debit or credit amount was settled or apportioned by the customer or the supplier; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table."		ADC	Invoice Received		Settlement Method			ADC	Settlement Method	String	%60s	1	REF	Settlement_Method_Code	BAS_Settlement_Method	1	1
Purchase	53	BBIE	PUR Invoices Received	11	Invoice Transaction Amount	ADC_ Invoice Received. Invoice. Transaction_ Amount	The transaction monetary amount of an invoice.		ADC	Invoice Received		Invoice	Transaction	Amount			Decimal	%22.4f	1				1	1
Purchase	53	RBIE	PUR Invoices Received	12	Payment Term Code	ADC_ Invoice Received. Payment Term. ADC_ Payment Term	"The code of the payment term; for example, cash on delivery, payment 30 days after delivery date. Shall match the Payment_Term_Code in the BAS_Payment_Term table."		ADC	Invoice Received		Payment Term			ADC	Payment Term	String	%80s	1	REF	Payment_Term_Code	BAS_Payment_Term	1	1
Purchase	53	BBIE	PUR Invoices Received	13	Terms Discount Percentage	ADC_ Invoice Received. Terms Discount. Percentage	"The discount percentage can be provided if an invoice is paid before a certain number of days. In the flat file, terms are represented as integers to decimal. EXAMPLE 10% would be represented as 0.10."	gl-cor:terms	ADC	Invoice Received		Terms Discount		Percentage			Decimal	%5.4f	2				0	1
Purchase	53	BBIE	PUR Invoices Received	14	Terms Discount Days	ADC_ Invoice Received. Terms Discount Days. Numeric	The number of days from the invoice date the supplier allows customer to take advantage of discounted terms. Terms are represented as integers with no decimal places. EXAMPLE 10 days would be represented as 10.	See description for field	ADC	Invoice Received		Terms Discount Days		Numeric			Integer	%6d	2				0	1
Purchase	53	BBIE	PUR Invoices Received	15	Terms Due Days	ADC_ Invoice Received. Terms Due Days. Numeric	The number of days allowed that the customer has to meet the obligation before an invoice becomes overdue.	See description for field; explicit in gl-cor:maturityDate	ADC	Invoice Received		Terms Due Days		Numeric			Integer	%6d	2				0	1
Purchase	53	ASBIE	PUR Invoices Received	16	Activity Records	ADC_ Invoice Received. Recorded. ADC_ Activity Records	"The operation records on this record such as create, approve, last modify this record."	Use corresponding element of XBRL GL taxonomy.	ADC	Invoice Received		Recorded			ADC	Activity Records			1				1	1
Purchase	53	BBIE	PUR Invoices Received	17	Grouping Code	ADC_ Invoice Received. Grouping. Code	"Grouping mechanism for related items in a batch or grouping of invoices; for example, the invoice grouping found in certain ERP systems."	gl-bus:batchID	ADC	Invoice Received		Grouping		Code			String	%100s	2				0	1
