seq,module,ObjectClassTermQualifier,ObjectClassTerm,num,Kind,Name,Occurrence,PropertyTerm,RepresentationTerm,AssociatedObjectClassTermQualifier,AssociatedObjectClass,ReferencedObjectClassQualifier,ReferencedObjectClass,Description,DictionaryEntryName,Table,PK_REF,RefField,RefTable,Datatype,Representation,XBRLGL
1729,Source Documents,,Purchase Contract,9,RFBIE,Settlement Method Code,0..1,Settlement Method,,,,,Settlement Method,"The code value or indicator of the method by which the transaction debit or credit amount was settled or apportioned by the customer or the supplier; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",Purchase Contract. Settlement Method. Settlement Method,PUR Contracts,REF,Settlement_Method_Code,BAS_Settlement_Method,String,%60s,
1730,Source Documents,,Purchase Contract,10,RFBIE,Payment Term Code,0..1,Payment Term,,,,,Payment Term,"The code of the payment term; for example, cash on delivery, payment 30 days after delivery date. Shall match the Payment_Term_Code in the BAS_Payment_Term table.",Purchase Contract. Payment Term. Payment Term,PUR Contracts,REF,Payment_Term_Code,BAS_Payment_Term,String,%80s,
1731,Source Documents,,Purchase Contract,11,BBIE,Status,1..1,Status,Text,,,,,"The status of the purchase contract recorded at the moment. Different ERP vendors have different content for this information output. EXAMPLE New, save, submit, approved and frozen.",Purchase Contract. Status. Text,PUR Contracts,,,,String,%30s,
1732,Source Documents,,Purchase Contract,12,BBIE,Remark,1..1,Remark,Text,,,,,Freeform text description.,Purchase Contract. Remark. Text,PUR Contracts,,,,String,%500s,gl-cor:entryComment
1733,Source Documents,,Purchase Contract,13,ASBIE,Activity Records,1..1,Recorded,,,Activity Records,,,"The operation records on this record such as create, approve, last modify this record.",Purchase Contract. Recorded. Activity Records,PUR Contracts,,,,,,Use corresponding element of XBRL GL taxonomy.
1734,Source Documents,,Purchase Contract,14,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Purchase Contract. X. Business Segment,PUR Contracts,,,,String,%25s,gl-bus:organizationIdentifier
1735,Source Documents,,Purchase Contract,15,ASBIE,Purchase Contract Line,1..n,Assosiated,,,Purchase Contract Line,,,"Line item details for the purchase contracts are contained in Table 106. Each line includes material, quantity, supplier, price per unit and trading amount. The file will record for each contract line item.",Purchase Contract. Defined. Purchase Contract Line,PUR Contracts,,,,,,
1736,Source Documents,,Purchase Contract Line,0,ABIE,Purchase Contract Line,0..n,Details,,,,,,"Line item details for the purchase contracts are contained in Table 106. Each line includes material, quantity, supplier, price per unit and trading amount. The file will record for each contract line item.",Purchase Contract Line. Details,PUR Contracts Details,,,,,,
1737,Source Documents,,Purchase Contract Line,1,RFBIE,Purchase Contract ID,1..1,Originating,,,,,Purchase Contract,The unique identifier for the purchase contract. Typically auto-generated by the system. Shall match the Purchase_Contract_ID in the PUR_Contract table.,Purchase Contract Line. Originating. Purchase Contract,PUR Contracts Details,REF,Purchase_Contract_ID,PUR_Contracts,String,%60s,"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure."
1738,Source Documents,,Purchase Contract Line,2,IDBIE,Purchase Contract Line ID,1..1,Identification,Identifier,,,,,"The unique identifier for a purchase contract line. Typically auto-generated by the system. One purchase contract may contain more than one material and each material may be described by a line of the contract; for example, including contract ID, date and serial number.",,PUR Contracts Details,PK,,,String,%60s,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1739,Source Documents,,Purchase Contract Line,3,BBIE,Purchase Contract Line Number,0..1,Line Number,Code,,,,,The number of a purchase contract line. The number is generated by manual input or is system generated.,Purchase Contract Line. Line Number. Code,PUR Contracts Details,,,,String,%10s,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1740,Source Documents,,Purchase Contract Line,4,RFBIE,Settlement Organization Code,0..n,Settlement Organization,,,,,Business Segment,"The unique code of the settlement organization (Organization of the payment, can be different from the receiving organization). May be the purchase organization or the receipt organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",Purchase Contract Line. Settlement Organization. Business Segment,PUR Contracts Details,REF,Business_Segment_Code,BAS_Business_Segment,String,%25s,gl-bus:organizationIdentifier
1741,Source Documents,,Purchase Contract Line,5,RFBIE,Receipt Organization Code,1..n,Receipt Organization,,,,,Business Segment,"The unique code of the receiving materials organization (Receiving organization, can be different from the settlement organization). The organization receiving materials may be a warehouse or an administration organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",Purchase Contract Line. Receipt Organization. Business Segment,PUR Contracts Details,REF,Business_Segment_Code,BAS_Business_Segment,String,%25s,gl-bus:organizationIdentifier
1742,Source Documents,,Purchase Contract Line,6,RFBIE,Product ID,1..1,Corresponding,,,,,Product,The unique identifier for the product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,Purchase Contract Line. Corresponding. Product,PUR Contracts Details,REF,Inventory_Product_ID,INV_Product,String,%75s,gl-bus:measurableIDOther
1743,Source Documents,,Purchase Contract Line,7,ASBIE,Contract Quantity,1..1,Quantity,,,Measurement Quantity,,,The quantity of the purchased materials in the contract.,Purchase Contract Line. Quantity. Measurement Quantity,PUR Contracts Details,,,,,,gl-bus:measurableQuantity
1744,Source Documents,,Purchase Contract Line,8,BBIE,Tax Exclude Unit Price,1..1,Tax Exclude Unit Price,Amount,,,,,The unit price (excluding tax) in transaction currency.,Purchase Contract Line. Tax Exclude Unit Price. Amount,PUR Contracts Details,,,,Decimal,%22.8f,
1745,Source Documents,,Purchase Contract Line,9,BBIE,Tax Include Unit Price,1..1,Tax Include Unit Price,Amount,,,,,The unit price (including tax) in transaction currency.,Purchase Contract Line. Tax Include Unit Price. Amount,PUR Contracts Details,,,,Decimal,%22.8f,
1746,Source Documents,,Purchase Contract Line,10,BBIE,Tax Exclude Amount,1..1,Tax Exclude,Amount,,,,,The amount (excluding tax) in transaction currency.,Purchase Contract Line. Tax Exclude. Amount,PUR Contracts Details,,,,Decimal,%22.4f,
1747,Source Documents,,Purchase Contract Line,11,BBIE,Tax Include Amount,1..1,Tax Include,Amount,,,,,The amount (including tax) in transaction currency.,Purchase Contract Line. Tax Include. Amount,PUR Contracts Details,,,,Decimal,%22.4f,
1748,Source Documents,,Purchase Contract Line,12,BBIE,Due Date,1..1,Due,Date,,,,,The last requested delivery of the purchased materials in the purchasing contract. Completion of the delivery shall not be later than that date.,Purchase Contract Line. Due. Date,PUR Contracts Details,,,,Date,%10c,
1749,Source Documents,,Purchase Contract Line,13,ASBIE,Transaction Tax N,0..n,Charged,,,Transaction Tax N,,,The amount of Tax included in the transaction. Recorded in transaction currency.,Purchase Contract Line. Charged. Transaction Tax N,PUR Contracts Details,,,,,,Use corresponding element of XBRL GL taxonomy.
1750,Source Documents,,Purchase Contract Line,14,BBIE,Status,0..1,Status,Text,,,,,"The status of a contract line. Describes changes in the execution of the contract line item. Different states will affect the execution and control of the business. EXAMPLE Termination, frozen and closed.",Purchase Contract Line. Status. Text,PUR Contracts Details,,,,String,%30s,
1751,Source Documents,,Purchase Contract Line,15,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Purchase Contract Line. X. Business Segment,PUR Contracts Details,,,,String,%25s,gl-bus:organizationIdentifier
1752,Source Documents,,Purchase Order,0,ABIE,Purchase Order,0..n,Details,,,,,,"Summary information of purchase orders placed during the period under review is contained in Table 108. Purchase orders are included in the three-way match procedures, which control the decision process for AP entries. The file will record for each purchase order.",Purchase Order. Details,PUR Orders,,,,,,
1753,Source Documents,,Purchase Order,1,IDBIE,Purchase Order ID,1..1,Identification,Identifier,,,,,The unique identifier for the purchase order. Typically auto-generated by the system.,,PUR Orders,,,,String,%100s,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1754,Source Documents,,Purchase Order,2,BBIE,Purchase Order Number,1..1,Purchase Order Number,Code,,,,,The number of the purchase order. The number is generated by manual input or a system generated.,Purchase Order. Purchase Order Number. Code,PUR Orders,,,,String,%100s,
1755,Source Documents,,Purchase Order,3,RFBIE,Fiscal Period,1..1,Referenced,,,,,Fiscal Period,"Accounting period in which the Purchase_Order_Date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",Purchase Order. Fiscal Year. Fiscal Period,PUR Orders,,,,String,%4c,gl-bus:fiscalYearEnd
